Year,Geography,data.Offences,data.Age of accused,data.Sex of accused,Value
2015/2016,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,Males,19.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,Males,15.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,Males,22.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,Males,15.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,Females,8.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,Females,5.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,Females,15.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,Females,15.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,Females,8.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,data.Company,0.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,data.Company,0.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,data.Company,0.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,data.Company,0.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,data.Company,0.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,data.Sex unknown,1.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,data.Sex unknown,2.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,data.Sex unknown,22.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,data.Sex unknown,15.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,data.Total - age of accused,data.Sex unknown,15.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,data.Total - sex of accused,1.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,data.Total - sex of accused,15.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,data.Total - sex of accused,15.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,data.Total - sex of accused,15.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,data.Total - sex of accused,9.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,Males,1.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,Males,22.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,Males,15.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,Males,19.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,Males,12.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,Females,64.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,Females,1.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,Females,36.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,Females,1.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,Females,1.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,data.Sex unknown,15.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,data.Sex unknown,22.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,data.Sex unknown,50.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,data.Sex unknown,18.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,data.18 to 24 years,data.Sex unknown,48.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,data.Total - sex of accused,8.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,data.Total - sex of accused,15.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,data.Total - sex of accused,15.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,data.Total - sex of accused,24.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,data.Total - sex of accused,24.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,Males,8.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,Males,22.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,Males,15.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,Males,20.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,Males,22.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,Females,1.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,Females,1.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,Females,17.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,Females,46.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,Females,31.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,data.Sex unknown,1.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,data.Sex unknown,1.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,data.Sex unknown,31.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,data.Sex unknown,132.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,25 to 34 years,data.Sex unknown,22.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,data.Total - sex of accused,29.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,data.Total - sex of accused,22.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,data.Total - sex of accused,21.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,data.Total - sex of accused,28.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,data.Total - sex of accused,15.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,Males,37.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,Males,24.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,Males,19.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,Males,24.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,Males,15.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,Females,29.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,Females,10.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,Females,19.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,Females,29.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,Females,29.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,data.Sex unknown,22.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,data.Sex unknown,1.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,data.Sex unknown,22.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,data.Sex unknown,71.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,35 to 44 years,data.Sex unknown,5.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,data.Total - sex of accused,1.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,data.Total - sex of accused,14.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,data.Total - sex of accused,8.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,data.Total - sex of accused,22.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,data.Total - sex of accused,15.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,Males,1.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,Males,14.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,Males,12.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,Males,26.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,Males,16.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,Females,1.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,Females,12.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,Females,1.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,Females,22.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,Females,15.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,data.Sex unknown,8.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,data.Sex unknown,16.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,data.Sex unknown,5.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,data.Sex unknown,10.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,45 to 54 years,data.Sex unknown,1.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,55 years and over,data.Total - sex of accused,11.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,55 years and over,data.Total - sex of accused,8.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,55 years and over,data.Total - sex of accused,15.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,55 years and over,data.Total - sex of accused,1.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,55 years and over,data.Total - sex of accused,15.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,55 years and over,Males,23.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,55 years and over,Males,9.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,55 years and over,Males,12.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,55 years and over,Males,1.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,55 years and over,Males,19.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,55 years and over,Females,1.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,55 years and over,Females,15.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,55 years and over,Females,8.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,55 years and over,Females,1.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,55 years and over,Females,1.0
2014/2015,Prince Edward Island,data.Criminal Code traffic,55 years and over,data.Sex unknown,1.0
2015/2016,Prince Edward Island,data.Criminal Code traffic,55 years and over,data.Sex unknown,1.0
2016/2017,Prince Edward Island,data.Criminal Code traffic,55 years and over,data.Sex unknown,70.0
2017/2018,Prince Edward Island,data.Criminal Code traffic,55 years and over,data.Sex unknown,14.0
2018/2019,Prince Edward Island,data.Criminal Code traffic,55 years and over,data.Sex unknown,14.0
2014/2015,Nova Scotia,data.Total offences,data.Total - age of accused,data.Total - sex of accused,163.0
2015/2016,Nova Scotia,data.Total offences,data.Total - age of accused,data.Total - sex of accused,171.0
2016/2017,Nova Scotia,data.Total offences,data.Total - age of accused,data.Total - sex of accused,169.0
2017/2018,Nova Scotia,data.Total offences,data.Total - age of accused,data.Total - sex of accused,169.0
2018/2019,Nova Scotia,data.Total offences,data.Total - age of accused,data.Total - sex of accused,167.0
2014/2015,Nova Scotia,data.Total offences,data.Total - age of accused,Males,164.0
2015/2016,Nova Scotia,data.Total offences,data.Total - age of accused,Males,170.0
2016/2017,Nova Scotia,data.Total offences,data.Total - age of accused,Males,170.0
2017/2018,Nova Scotia,data.Total offences,data.Total - age of accused,Males,169.0
2018/2019,Nova Scotia,data.Total offences,data.Total - age of accused,Males,177.0
2014/2015,Nova Scotia,data.Total offences,data.Total - age of accused,Females,178.0
2015/2016,Nova Scotia,data.Total offences,data.Total - age of accused,Females,176.0
2016/2017,Nova Scotia,data.Total offences,data.Total - age of accused,Females,175.0
2017/2018,Nova Scotia,data.Total offences,data.Total - age of accused,Females,169.0
2018/2019,Nova Scotia,data.Total offences,data.Total - age of accused,Females,177.0
2014/2015,Nova Scotia,data.Total offences,data.Total - age of accused,data.Company,610.0
2015/2016,Nova Scotia,data.Total offences,data.Total - age of accused,data.Company,746.0
